tile_id,slide,cohort,diet,batch,split,band,score,score_pct,n_scored_cells,x,y,size,tissue_fraction,frame_tiles,frame_patches,dup_of,order
R25-264-12_x004096_y022016,R25-264-12,MASH,unknown,2025-08-25HE,test,mid,0.3001,46.75,2,4096,22016,512,1.0,,,,371
R25-264-12_x020480_y015360,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,1.1874,63.2,2,20480,15360,512,1.0,,,,372
R25-264-10_x022528_y016384,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,4.2489,83.52,1,22528,16384,512,1.0,,,,373
R25-264-12_x036352_y015360,R25-264-12,MASH,unknown,2025-08-25HE,test,upper,2.2277,74.03,1,36352,15360,512,1.0,,,,374
R26-122-23_HE_91_x007680_y014848,R26-122-23_HE_91,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,4.9515,89.45,5,7680,14848,512,1.0,,,,375
R25-264-33_x017920_y019456,R25-264-33,MASH,unknown,2025-08-25HE,train,low,-1.7088,2.06,1,17920,19456,512,1.0,,,,376
R25-264-3_x017920_y007168,R25-264-3,MASH,unknown,2025-08-25HE,train,upper,4.4588,87.84,2,17920,7168,512,1.0,,,,377
R26-122-3_HE_72_x012800_y010240,R26-122-3_HE_72,CCl4,unknown,2026-04-20_CCl4_HE,train,high,4.5422,90.45,3,12800,10240,512,1.0,,,,378
R25-264-30_x032256_y026112,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,32256,26112,512,1.0,,,,379
R25-264-35_x011264_y009728,R25-264-35,MASH,unknown,2025-08-25HE,test,upper,4.9449,88.4,7,11264,9728,512,1.0,,,,380
R25-264-11_x006656_y011776,R25-264-11,MASH,unknown,2025-08-25HE,train,anchor,1.7942,42.58,5,6656,11776,512,1.0,,,,381
R25-264-33_x014336_y019968,R25-264-33,MASH,unknown,2025-08-25HE,train,mid,2.7537,61.18,4,14336,19968,512,1.0,,,,382
R25-264-1_x023552_y021504,R25-264-1,MASH,unknown,2025-08-25HE,train,high,3.45,97.62,4,23552,21504,512,1.0,,,,383
R25-264-32_x022528_y010752,R25-264-32,MASH,unknown,2025-08-25HE,test,high,5.7751,97.34,3,22528,10752,512,1.0,,,,384
R25-264-36_x008192_y016384,R25-264-36,MASH,unknown,2025-08-25HE,train,upper,4.6685,85.15,6,8192,16384,512,1.0,,,,385
R25-264-10_x004608_y012288,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,4.4631,85.8,4,4608,12288,512,0.9247,,,,386
R25-264-31_x014336_y010240,R25-264-31,MASH,unknown,2025-08-25HE,test,anchor,-1.5184,7.36,1,14336,10240,512,1.0,,,,387
R25-264-12_x032768_y021504,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,0.3864,47.62,2,32768,21504,512,1.0,,,,388
R26-122-38_HE_97_x004096_y016384,R26-122-38_HE_97,CCl4,unknown,2026-04-20_CCl4_HE,test,low,0.5461,5.49,1,4096,16384,512,1.0,,,,389
R25-264-35_x028160_y019968,R25-264-35,MASH,unknown,2025-08-25HE,test,anchor,3.81,75.41,3,28160,19968,512,1.0,,,,390
R25-264-35_x033280_y015360,R25-264-35,MASH,unknown,2025-08-25HE,test,low,0.7327,17.13,1,33280,15360,512,1.0,,,,391
R25-264-13_x012288_y011776__r2,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,4.0786,88.82,6,12288,11776,512,1.0,,,R25-264-13_x012288_y011776,392
R25-264-3_x012800_y007680,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,12800,7680,512,1.0,,,,393
R25-264-3_x032768_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,upper,3.2648,74.66,4,32768,20992,512,1.0,,,,394
R25-264-10_x018944_y016384,R25-264-10,MASH,unknown,2025-08-25HE,test,low,,0.0,0,18944,16384,512,1.0,,,,395
R25-264-34_x008192_y011776,R25-264-34,MASH,unknown,2025-08-25HE,train,mid,1.7872,62.69,2,8192,11776,512,1.0,,,,396
R25-264-13_x044032_y018944__r2,R25-264-13,MASH,unknown,2025-08-25HE,train,high,7.7807,99.36,2,44032,18944,512,1.0,,,R25-264-13_x044032_y018944,397
R25-264-34_x018432_y009728,R25-264-34,MASH,unknown,2025-08-25HE,train,mid,1.8586,64.22,3,18432,9728,512,1.0,,,,398
R26-122-12_HE_81_x023040_y008704,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.7367,82.89,10,23040,8704,512,1.0,,,,399
R25-264-10_x027136_y016384,R25-264-10,MASH,unknown,2025-08-25HE,test,low,,0.0,0,27136,16384,512,1.0,,,,400
R25-264-34_x019456_y011776,R25-264-34,MASH,unknown,2025-08-25HE,train,low,0.1239,24.46,2,19456,11776,512,1.0,,,,401
R26-122-36_HE_95_x010752_y011776,R26-122-36_HE_95,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,3.5818,69.4,3,10752,11776,512,1.0,,,,402
R25-264-35_x013312_y019968,R25-264-35,MASH,unknown,2025-08-25HE,test,low,0.195,11.33,2,13312,19968,512,1.0,,,,403
R25-264-1_x022528_y020480,R25-264-1,MASH,unknown,2025-08-25HE,train,mid,-0.6541,38.69,1,22528,20480,512,1.0,,,,404
R25-264-30_x029184_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,low,,0.0,0,29184,8192,512,1.0,,,,405
R25-264-31_x011264_y009728,R25-264-31,MASH,unknown,2025-08-25HE,test,high,5.4063,92.94,6,11264,9728,512,1.0,,,,406
R25-264-12_x015872_y022016,R25-264-12,MASH,unknown,2025-08-25HE,test,high,3.7067,93.51,4,15872,22016,512,1.0,,,,407
R25-264-33_x023552_y007680,R25-264-33,MASH,unknown,2025-08-25HE,train,high,6.0911,97.65,4,23552,7680,512,1.0,,,,408
R25-264-31_x028672_y019968,R25-264-31,MASH,unknown,2025-08-25HE,test,anchor,1.973,49.39,3,28672,19968,512,1.0,,,,409
R25-264-30_x011264_y026624,R25-264-30,MASH,unknown,2025-08-25HE,train,upper,4.0564,86.17,4,11264,26624,512,0.9082,,,,410
R25-264-1_x022016_y021504,R25-264-1,MASH,unknown,2025-08-25HE,train,mid,-0.1535,48.81,1,22016,21504,512,1.0,,,,411
R25-264-12_x038912_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,upper,2.9019,85.28,2,38912,10752,512,1.0,,,,412
R25-264-12_x038912_y014336,R25-264-12,MASH,unknown,2025-08-25HE,test,low,,0.0,0,38912,14336,512,1.0,,,,413
R26-122-36_HE_95_x022528_y014336,R26-122-36_HE_95,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,3.9282,76.12,3,22528,14336,512,1.0,,,,414
R25-264-13_x024064_y011776,R25-264-13,MASH,unknown,2025-08-25HE,train,mid,1.6117,49.2,4,24064,11776,512,1.0,,,,415
R25-264-1_x019456_y020480,R25-264-1,MASH,unknown,2025-08-25HE,train,mid,0.4718,63.69,3,19456,20480,512,1.0,,,,416
R25-264-37_x024576_y010240,R25-264-37,MASH,unknown,2025-08-25HE,train,low,-1.4556,0.51,1,24576,10240,512,1.0,,,,417
R25-264-12_x008192_y022016,R25-264-12,MASH,unknown,2025-08-25HE,test,mid,0.1066,44.16,2,8192,22016,512,1.0,,,,418
R26-122-31_HE_98_x007168_y019456,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,high,4.6886,92.82,4,7168,19456,512,1.0,,,,419
R26-122-22_HE_106_x011264_y011264,R26-122-22_HE_106,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,5.0821,76.19,4,11264,11264,512,1.0,,,,420
R26-122-26_HE_107_x023040_y015872,R26-122-26_HE_107,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.206,72.04,5,23040,15872,512,1.0,,,,421
R26-122-2_HE_71_x015360_y013312,R26-122-2_HE_71,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,3.5603,71.64,3,15360,13312,512,1.0,,,,422
R25-264-13_x008704_y011776,R25-264-13,MASH,unknown,2025-08-25HE,train,high,5.4613,97.76,1,8704,11776,512,1.0,,,,423
R26-122-2_HE_71_x009728_y009728,R26-122-2_HE_71,CCl4,unknown,2026-04-20_CCl4_HE,train,high,4.9091,94.78,7,9728,9728,512,1.0,,,,424
R25-264-33_x019456_y019968,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,3.0852,68.24,2,19456,19968,512,1.0,,,,425
R26-122-22_HE_106_x014336_y011264,R26-122-22_HE_106,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,5.7178,87.3,6,14336,11264,512,1.0,,,,426
R25-264-35_x008704_y025600,R25-264-35,MASH,unknown,2025-08-25HE,test,anchor,2.2699,44.75,4,8704,25600,512,1.0,,,,427
R25-264-37_x018944_y010240,R25-264-37,MASH,unknown,2025-08-25HE,train,low,0.9527,14.07,4,18944,10240,512,1.0,,,,428
R25-264-32_x008704_y011264,R25-264-32,MASH,unknown,2025-08-25HE,test,high,4.9357,94.3,3,8704,11264,512,1.0,,,,429
R25-264-30_x016896_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,upper,3.3122,78.66,2,16896,8192,512,1.0,,,,430
R26-122-22_HE_106_x020992_y018432,R26-122-22_HE_106,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,3.275,47.62,6,20992,18432,512,1.0,,,,431
R25-264-13_x017920_y023552,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,3.4699,80.51,4,17920,23552,512,1.0,,,,432
R26-122-17_HE_101_x017920_y019968__r2,R26-122-17_HE_101,CCl4,unknown,2026-04-20_CCl4_HE,train,high,5.2146,91.19,8,17920,19968,512,1.0,,,R26-122-17_HE_101_x017920_y019968,433
R25-264-12_x036352_y014336,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,-0.6588,28.57,1,36352,14336,512,1.0,,,,434
R25-264-33_x009216_y015872,R25-264-33,MASH,unknown,2025-08-25HE,train,high,5.7927,96.47,5,9216,15872,512,1.0,,,,435
R25-264-35_x012800_y008704,R25-264-35,MASH,unknown,2025-08-25HE,test,low,1.0157,22.1,3,12800,8704,512,1.0,,,,436
R25-264-37_x029696_y007680,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,2.6852,42.46,5,29696,7680,512,1.0,,,,437
R26-122-9_HE_78_x006144_y012800,R26-122-9_HE_78,CCl4,unknown,2026-04-20_CCl4_HE,test,mid,2.5714,44.32,3,6144,12800,512,1.0,,,,438
R25-264-37_x006144_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,3.3276,57.8,4,6144,20480,512,1.0,,,,439
R26-122-36_HE_95_x023552_y012288,R26-122-36_HE_95,CCl4,unknown,2026-04-20_CCl4_HE,train,low,1.3573,22.39,1,23552,12288,512,1.0,,,,440
R25-264-35_x026624_y019456,R25-264-35,MASH,unknown,2025-08-25HE,test,upper,3.8959,76.52,3,26624,19456,512,1.0,,,,441
R25-264-33_x025600_y017408,R25-264-33,MASH,unknown,2025-08-25HE,train,mid,2.1435,45.29,5,25600,17408,512,1.0,,,,442
R25-264-33_x028160_y007168,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,4.6328,87.06,4,28160,7168,512,1.0,,,,443
R25-264-34_x032768_y010752,R25-264-34,MASH,unknown,2025-08-25HE,train,upper,2.741,78.59,4,32768,10752,512,1.0,,,,444
R26-122-10_HE_79_x020992_y010752,R26-122-10_HE_79,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,3.1987,63.5,1,20992,10752,512,1.0,,,,445
R25-264-35_x038912_y015360,R25-264-35,MASH,unknown,2025-08-25HE,test,upper,4.6765,85.08,4,38912,15360,512,1.0,,,,446
R25-264-35_x025088_y008704,R25-264-35,MASH,unknown,2025-08-25HE,test,high,5.1859,90.33,4,25088,8704,512,1.0,,,,447
R26-122-10_HE_79_x026624_y009216,R26-122-10_HE_79,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,1.7592,31.75,6,26624,9216,512,1.0,,,,448
R25-264-13_x032256_y018944,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,3.5877,83.07,4,32256,18944,512,1.0,,,,449
R25-264-34_x012800_y011776,R25-264-34,MASH,unknown,2025-08-25HE,train,upper,2.3917,70.95,1,12800,11776,512,1.0,,,,450
R25-264-12_x022016_y014336,R25-264-12,MASH,unknown,2025-08-25HE,test,mid,0.225,45.45,4,22016,14336,512,1.0,,,,451
R25-264-30_x033280_y019968__r2,R25-264-30,MASH,unknown,2025-08-25HE,train,high,4.8151,93.68,1,33280,19968,512,1.0,,,R25-264-30_x033280_y019968,452
R25-264-32_x038912_y019456,R25-264-32,MASH,unknown,2025-08-25HE,test,high,4.7761,93.16,1,38912,19456,512,1.0,,,,453
R25-264-13_x048128_y018432,R25-264-13,MASH,unknown,2025-08-25HE,train,high,7.4343,99.04,3,48128,18432,512,1.0,,,,454
R25-264-3_x011776_y007168,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,-1.4601,5.41,3,11776,7168,512,1.0,,,,455
R25-264-37_x027136_y007680,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,2.644,40.66,3,27136,7680,512,1.0,,,,456
R25-264-36_x015360_y021504,R25-264-36,MASH,unknown,2025-08-25HE,train,mid,2.3895,42.58,2,15360,21504,512,1.0,,,,457
R26-122-22_HE_106_x023040_y018432,R26-122-22_HE_106,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,3.9945,60.32,6,23040,18432,512,1.0,,,,458
R25-264-11_x032256_y026112,R25-264-11,MASH,unknown,2025-08-25HE,train,mid,2.1836,49.68,2,32256,26112,512,1.0,,,,459
R25-264-32_x017920_y011264,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,,0.0,0,17920,11264,512,1.0,,,,460
R26-122-19_HE_103_x006656_y019456__r2,R26-122-19_HE_103,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.4158,86.21,5,6656,19456,512,1.0,,,R26-122-19_HE_103_x006656_y019456,461
R25-264-3_x024064_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,high,4.8733,92.91,1,24064,27648,512,1.0,,,,462
R25-264-12_x030720_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,high,3.9494,94.81,1,30720,10752,512,1.0,,,,463
R25-264-37_x024576_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,3.2732,56.27,9,24576,20480,512,1.0,,,,464
R25-264-3_x021504_y007680,R25-264-3,MASH,unknown,2025-08-25HE,train,upper,4.6027,89.86,4,21504,7680,512,1.0,,,,465
R25-264-35_x013824_y025600,R25-264-35,MASH,unknown,2025-08-25HE,test,high,10.9267,99.72,9,13824,25600,512,1.0,,,,466
R26-122-19_HE_103_x013824_y019456__r2,R26-122-19_HE_103,CCl4,unknown,2026-04-20_CCl4_HE,train,low,,0.0,0,13824,19456,512,1.0,,,R26-122-19_HE_103_x013824_y019456,467
R25-264-33_x020480_y019968,R25-264-33,MASH,unknown,2025-08-25HE,train,low,1.1943,25.88,3,20480,19968,512,1.0,,,,468
R25-264-36_x024064_y012288,R25-264-36,MASH,unknown,2025-08-25HE,train,high,6.0737,95.24,3,24064,12288,512,1.0,,,,469
R26-122-10_HE_79_x019968_y009216,R26-122-10_HE_79,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,2.1487,37.96,8,19968,9216,512,1.0,,,,470
R25-264-37_x011776_y020992,R25-264-37,MASH,unknown,2025-08-25HE,train,upper,4.6582,78.52,4,11776,20992,512,1.0,,,,471
R25-264-11_x018944_y012288,R25-264-11,MASH,unknown,2025-08-25HE,train,high,7.0523,96.13,5,18944,12288,512,1.0,,,,472
R25-264-36_x029696_y016384,R25-264-36,MASH,unknown,2025-08-25HE,train,anchor,3.4899,63.87,1,29696,16384,512,1.0,,,,473
R25-264-31_x014336_y016384,R25-264-31,MASH,unknown,2025-08-25HE,test,high,5.429,93.25,2,14336,16384,512,1.0,,,,474
R26-122-22_HE_106_x007680_y017920,R26-122-22_HE_106,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,2.8596,36.51,4,7680,17920,512,1.0,,,,475
R26-122-23_HE_91_x011776_y015360,R26-122-23_HE_91,CCl4,unknown,2026-04-20_CCl4_HE,train,high,5.2443,92.0,4,11776,15360,512,1.0,,,,476
R25-264-30_x006144_y014336,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,1.1784,47.43,3,6144,14336,512,1.0,,,,477
R25-264-11_x009728_y026624,R25-264-11,MASH,unknown,2025-08-25HE,train,high,5.2688,91.61,7,9728,26624,512,1.0,,,,478
R25-264-11_x023040_y026624,R25-264-11,MASH,unknown,2025-08-25HE,train,upper,3.9077,79.35,2,23040,26624,512,1.0,,,,479
R25-264-10_x013312_y006656,R25-264-10,MASH,unknown,2025-08-25HE,test,anchor,5.0473,90.91,5,13312,6656,512,1.0,,,,480
R25-264-11_x007680_y010240,R25-264-11,MASH,unknown,2025-08-25HE,train,high,5.285,91.94,5,7680,10240,512,1.0,,,,481
R25-264-12_x007168_y015360,R25-264-12,MASH,unknown,2025-08-25HE,test,high,6.3575,99.57,3,7168,15360,512,1.0,,,,482
R26-122-26_HE_107_x007168_y016896,R26-122-26_HE_107,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,5.4237,87.63,6,7168,16896,512,1.0,,,,483
R25-264-33_x026624_y007168,R25-264-33,MASH,unknown,2025-08-25HE,train,upper,4.0181,79.71,4,26624,7168,512,1.0,,,,484
R25-264-3_x008192_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,upper,2.9974,70.61,1,8192,20992,512,1.0,,,,485
R25-264-12_x028672_y015360,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,-1.3065,21.21,1,28672,15360,512,1.0,,,,486
R25-264-32_x014336_y011264,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,2.6545,68.82,2,14336,11264,512,1.0,,,,487
R25-264-13_x036352_y018944,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,36352,18944,512,1.0,,,,488
R25-264-10_x030720_y015872,R25-264-10,MASH,unknown,2025-08-25HE,test,low,-1.8607,4.83,1,30720,15872,512,1.0,,,,489
R25-264-13_x009216_y018944,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,2.972,70.93,2,9216,18944,512,1.0,,,,490
R26-122-3_HE_72_x017408_y010240,R26-122-3_HE_72,CCl4,unknown,2026-04-20_CCl4_HE,train,low,0.3723,11.8,4,17408,10240,512,1.0,,,,491
R26-122-26_HE_107_x019456_y011264,R26-122-26_HE_107,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,2.9009,41.94,4,19456,11264,512,1.0,,,,492
R25-264-36_x012800_y021504,R25-264-36,MASH,unknown,2025-08-25HE,train,high,7.9906,99.16,2,12800,21504,512,1.0,,,,493
R26-122-22_HE_106_x012288_y010752,R26-122-22_HE_106,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,5.1462,77.78,6,12288,10752,512,1.0,,,,494
R25-264-30_x024064_y019968,R25-264-30,MASH,unknown,2025-08-25HE,train,low,-3.5091,3.16,1,24064,19968,512,1.0,,,,495
R25-264-32_x038400_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,low,,0.0,0,38400,22016,512,1.0,,,,496
R26-122-17_HE_101_x020992_y019968,R26-122-17_HE_101,CCl4,unknown,2026-04-20_CCl4_HE,train,high,5.1025,90.04,2,20992,19968,512,1.0,,,,497
R26-122-10_HE_79_x019968_y011264,R26-122-10_HE_79,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,3.3218,66.06,2,19968,11264,512,1.0,,,,498
R26-122-15_HE_85_x009728_y014336,R26-122-15_HE_85,CCl4,unknown,2026-04-20_CCl4_HE,train,low,2.3221,25.81,5,9728,14336,512,1.0,,,,499
R26-122-10_HE_79_x023040_y011264,R26-122-10_HE_79,CCl4,unknown,2026-04-20_CCl4_HE,train,high,5.5269,94.16,7,23040,11264,512,1.0,,,,500
R25-264-35_x003072_y020480,R25-264-35,MASH,unknown,2025-08-25HE,test,mid,3.1881,63.26,2,3072,20480,512,1.0,,,,501
R25-264-10_x008704_y022528,R25-264-10,MASH,unknown,2025-08-25HE,test,high,5.188,91.76,4,8704,22528,512,1.0,,,,502
R25-264-34_x022528_y011776,R25-264-34,MASH,unknown,2025-08-25HE,train,upper,2.7049,77.06,1,22528,11776,512,1.0,,,,503
R25-264-33_x020992_y017920,R25-264-33,MASH,unknown,2025-08-25HE,train,mid,1.7553,36.18,2,20992,17920,512,1.0,,,,504
R25-264-33_x022528_y018432,R25-264-33,MASH,unknown,2025-08-25HE,train,high,5.406,93.53,5,22528,18432,512,1.0,,,,505
R25-264-33_x031744_y015360,R25-264-33,MASH,unknown,2025-08-25HE,train,low,,0.0,0,31744,15360,512,1.0,,,,506
R25-264-31_x029696_y016384,R25-264-31,MASH,unknown,2025-08-25HE,test,mid,2.8438,65.64,3,29696,16384,512,1.0,,,,507
R26-122-1_HE_70_x018944_y014848,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.6864,86.58,10,18944,14848,512,1.0,,,,508
R25-264-30_x008192_y008704,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,8192,8704,512,1.0,,,,509
R25-264-33_x030208_y017920,R25-264-33,MASH,unknown,2025-08-25HE,train,mid,1.485,30.88,4,30208,17920,512,1.0,,,,510
R25-264-10_x017408_y011776,R25-264-10,MASH,unknown,2025-08-25HE,test,anchor,-1.5885,5.97,1,17408,11776,512,1.0,,,,511
R25-264-35_x016384_y019968,R25-264-35,MASH,unknown,2025-08-25HE,test,anchor,6.6657,97.79,4,16384,19968,512,1.0,,,,512
R25-264-37_x020992_y010240,R25-264-37,MASH,unknown,2025-08-25HE,train,low,0.2575,6.65,4,20992,10240,512,1.0,,,,513
R25-264-13_x039936_y011264,R25-264-13,MASH,unknown,2025-08-25HE,train,high,5.4563,97.44,2,39936,11264,512,1.0,,,,514
R25-264-10_x033792_y015872,R25-264-10,MASH,unknown,2025-08-25HE,test,high,5.1101,91.19,1,33792,15872,512,1.0,,,,515
R25-264-30_x035840_y026112,R25-264-30,MASH,unknown,2025-08-25HE,train,high,4.8828,94.86,1,35840,26112,512,1.0,,,,516
R25-264-10_x026112_y016384,R25-264-10,MASH,unknown,2025-08-25HE,test,anchor,3.2949,65.34,2,26112,16384,512,1.0,,,,517
R26-122-3_HE_72_x012800_y016384,R26-122-3_HE_72,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,3.1939,65.73,7,12800,16384,512,1.0,,,,518
R25-264-34_x009728_y011776,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,2.9879,81.65,5,9728,11776,512,1.0,,,,519
R25-264-36_x035328_y012288,R25-264-36,MASH,unknown,2025-08-25HE,train,upper,3.9136,71.43,2,35328,12288,512,1.0,,,,520
R25-264-32_x037888_y019968,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,-9.5194,0.38,1,37888,19968,512,1.0,,,,521
R26-122-12_HE_81_x022016_y009216,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,high,6.1452,96.79,5,22016,9216,512,1.0,,,,522
R25-264-1_x010240_y022016,R25-264-1,MASH,unknown,2025-08-25HE,train,low,,0.0,0,10240,22016,512,1.0,,,,523
R25-264-11_x024576_y011264,R25-264-11,MASH,unknown,2025-08-25HE,train,high,7.0249,95.81,4,24576,11264,512,1.0,,,,524
R26-122-15_HE_85_x025600_y014336,R26-122-15_HE_85,CCl4,unknown,2026-04-20_CCl4_HE,train,high,5.7998,91.94,8,25600,14336,512,0.9073,,,,525
R25-264-32_x031232_y019456,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,-0.8914,16.35,2,31232,19456,512,1.0,,,,526
R25-264-3_x024064_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,high,8.9199,99.66,2,24064,14336,512,1.0,,,,527
R26-122-36_HE_95_x017920_y014336,R26-122-36_HE_95,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,2.7805,51.49,4,17920,14336,512,0.8669,,,,528
R25-264-35_x004096_y019968,R25-264-35,MASH,unknown,2025-08-25HE,test,mid,2.6282,53.04,4,4096,19968,512,1.0,,,,529
R25-264-31_x026112_y009728,R25-264-31,MASH,unknown,2025-08-25HE,test,low,-4.5142,0.61,1,26112,9728,512,1.0,,,,530
R25-264-31_x013312_y009728,R25-264-31,MASH,unknown,2025-08-25HE,test,upper,4.575,88.04,2,13312,9728,512,1.0,,,,531
R26-122-3_HE_72_x006656_y009728,R26-122-3_HE_72,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,2.2499,43.26,3,6656,9728,512,1.0,,,,532
R26-122-9_HE_78_x015872_y018944,R26-122-9_HE_78,CCl4,unknown,2026-04-20_CCl4_HE,test,upper,3.9868,75.68,3,15872,18944,512,1.0,,,,533
R25-264-31_x018944_y019456,R25-264-31,MASH,unknown,2025-08-25HE,test,upper,3.506,74.85,6,18944,19456,512,1.0,,,,534
R25-264-12_x035328_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,high,3.3055,90.91,1,35328,10752,512,1.0,,,,535
R25-264-34_x028672_y018432,R25-264-34,MASH,unknown,2025-08-25HE,train,low,-1.6423,8.56,1,28672,18432,512,1.0,,,,536
R25-264-33_x030208_y007680,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,0.0399,11.18,2,30208,7680,512,1.0,,,,537
R25-264-11_x037376_y011264,R25-264-11,MASH,unknown,2025-08-25HE,train,high,6.0291,94.52,6,37376,11264,512,1.0,,,,538
R25-264-10_x014848_y016896,R25-264-10,MASH,unknown,2025-08-25HE,test,high,5.5415,94.6,1,14848,16896,512,1.0,,,,539
R25-264-35_x008192_y015360,R25-264-35,MASH,unknown,2025-08-25HE,test,upper,4.5351,83.98,5,8192,15360,512,1.0,,,,540
R25-264-13_x040960_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,4.2463,89.78,4,40960,23040,512,1.0,,,,541
R25-264-10_x019968_y011776,R25-264-10,MASH,unknown,2025-08-25HE,test,anchor,0.4165,18.75,3,19968,11776,512,1.0,,,,542
R25-264-34_x033792_y010752,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,3.463,89.6,5,33792,10752,512,1.0,,,,543
R25-264-3_x038912_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,38912,20992,512,1.0,,,,544
R25-264-30_x008192_y014336,R25-264-30,MASH,unknown,2025-08-25HE,train,high,4.4607,90.91,12,8192,14336,512,1.0,,,,545
R25-264-11_x010240_y012800,R25-264-11,MASH,unknown,2025-08-25HE,train,upper,3.4608,73.87,2,10240,12800,512,1.0,,,,546
R25-264-13_x022528_y011264,R25-264-13,MASH,unknown,2025-08-25HE,train,high,4.5835,93.29,1,22528,11264,512,1.0,,,,547
R26-122-10_HE_79_x021504_y008704,R26-122-10_HE_79,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.0766,81.39,4,21504,8704,512,1.0,,,,548
R25-264-3_x025088_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,low,-1.3686,6.42,2,25088,27648,512,0.8558,,,,549
R25-264-34_x010752_y011776,R25-264-34,MASH,unknown,2025-08-25HE,train,high,4.3628,95.41,5,10752,11776,512,1.0,,,,550
R25-264-32_x014336_y022528,R25-264-32,MASH,unknown,2025-08-25HE,test,upper,3.9534,85.93,1,14336,22528,512,1.0,,,,551
R25-264-3_x024576_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,mid,2.1301,55.41,2,24576,20992,512,1.0,,,,552
R25-264-34_x020480_y009728,R25-264-34,MASH,unknown,2025-08-25HE,train,upper,2.6181,74.31,2,20480,9728,512,1.0,,,,553
