blind_id,panel,slide,cohort,batch,split,x,y,present_order
scc3cc3,14,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,3072,13824,15
scc3cc3,15,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,14848,7680,15
scc3cc3,16,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,13824,8704,15
scc3cc3,17,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,22528,12800,15
scc3cc3,18,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,20480,7680,15
scc3cc3,19,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,10240,8704,15
scc3cc3,20,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,12800,7680,15
scc3cc3,21,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,16384,7680,15
scc3cc3,22,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,18432,8192,15
scc3cc3,23,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,19456,7680,15
scc3cc3,24,R26-122-34_HE_93,CCl4,2026-04-20_CCl4_HE,test,5632,8704,15
s1f2a4a,1,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,5632,11776,28
s1f2a4a,2,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,7168,14336,28
s1f2a4a,3,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,6656,11776,28
s1f2a4a,4,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,27648,14336,28
s1f2a4a,5,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,13824,11776,28
s1f2a4a,6,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,18944,13824,28
s1f2a4a,7,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,25088,13824,28
s1f2a4a,8,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,18944,14336,28
s1f2a4a,9,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,26624,11776,28
s1f2a4a,10,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,13824,13824,28
s1f2a4a,11,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,5632,14848,28
s1f2a4a,12,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,5632,12800,28
s1f2a4a,13,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,16896,12800,28
s1f2a4a,14,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,6656,13312,28
s1f2a4a,15,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,3584,11776,28
s1f2a4a,16,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,11776,13824,28
s1f2a4a,17,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,10752,11776,28
s1f2a4a,18,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,27136,12288,28
s1f2a4a,19,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,23040,12800,28
s1f2a4a,20,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,22016,14336,28
s1f2a4a,21,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,15872,11776,28
s1f2a4a,22,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,16896,14336,28
s1f2a4a,23,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,14848,13312,28
s1f2a4a,24,R26-122-36_HE_95,CCl4,2026-04-20_CCl4_HE,train,26112,14336,28
s368939,1,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,9728,9728,16
s368939,2,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,11776,10752,16
s368939,3,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,11264,9728,16
s368939,4,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,18432,10240,16
s368939,5,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,5120,10752,16
s368939,6,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,3584,10752,16
s368939,7,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,23552,15872,16
s368939,8,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,9216,16384,16
s368939,9,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,5120,9728,16
s368939,10,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,12288,16384,16
s368939,11,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,19456,16384,16
s368939,12,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,9216,15872,16
s368939,13,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,7680,16384,16
s368939,14,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,17920,15360,16
s368939,15,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,13824,10752,16
s368939,16,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,6656,9728,16
s368939,17,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,17920,10752,16
s368939,18,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,15872,9728,16
s368939,19,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,3072,16384,16
s368939,20,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,19456,15360,16
s368939,21,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,15360,16384,16
s368939,22,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,6656,10752,16
s368939,23,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,20480,15872,16
s368939,24,R26-122-38_HE_97,CCl4,2026-04-20_CCl4_HE,test,12800,9728,16
s34ee11,1,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,26112,9216,5
s34ee11,2,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,12288,15872,5
s34ee11,3,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,3584,9728,5
s34ee11,4,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,19968,16384,5
s34ee11,5,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,8192,9728,5
s34ee11,6,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,24576,14848,5
s34ee11,7,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,20480,15872,5
s34ee11,8,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,11264,16384,5
s34ee11,9,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,22016,9216,5
s34ee11,10,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,13824,10240,5
s34ee11,11,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,10752,15360,5
s34ee11,12,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,4096,10240,5
s34ee11,13,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,17408,10240,5
s34ee11,14,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,7168,10240,5
s34ee11,15,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,22528,9728,5
s34ee11,16,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,10240,10240,5
s34ee11,17,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,6656,9728,5
s34ee11,18,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,22528,15872,5
s34ee11,19,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,18432,10240,5
s34ee11,20,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,12288,16384,5
s34ee11,21,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,19456,9728,5
s34ee11,22,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,8192,16384,5
s34ee11,23,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,14336,10240,5
s34ee11,24,R26-122-3_HE_72,CCl4,2026-04-20_CCl4_HE,train,16384,16384,5
sa6d9a1,1,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,17920,9728,24
sa6d9a1,2,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,2560,10240,24
sa6d9a1,3,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,26624,18432,24
sa6d9a1,4,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,18432,9728,24
sa6d9a1,5,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,24064,18432,24
sa6d9a1,6,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,9728,19968,24
sa6d9a1,7,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,14848,19456,24
sa6d9a1,8,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,19968,10752,24
sa6d9a1,9,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,13824,19456,24
sa6d9a1,10,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,23040,10752,24
sa6d9a1,11,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,17408,19456,24
sa6d9a1,12,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,21504,18944,24
sa6d9a1,13,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,11776,19456,24
sa6d9a1,14,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,6656,11264,24
sa6d9a1,15,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,9728,11264,24
sa6d9a1,16,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,12288,9728,24
sa6d9a1,17,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,20480,10752,24
sa6d9a1,18,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,5120,10240,24
sa6d9a1,19,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,11776,10240,24
sa6d9a1,20,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,18432,19456,24
sa6d9a1,21,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,9216,9728,24
sa6d9a1,22,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,14336,10752,24
sa6d9a1,23,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,24576,18944,24
sa6d9a1,24,R26-122-6_HE_75,CCl4,2026-04-20_CCl4_HE,train,17408,10752,24
s25d81a,1,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,10240,11264,23
s25d81a,2,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,3584,11776,23
s25d81a,3,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,3584,13312,23
s25d81a,4,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,15872,20480,23
s25d81a,5,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,16896,18944,23
s25d81a,6,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,8704,20992,23
s25d81a,7,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,13312,19968,23
s25d81a,8,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,17408,20480,23
s25d81a,9,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,10240,20480,23
s25d81a,10,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,7680,20992,23
s25d81a,11,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,18432,18944,23
s25d81a,12,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,11264,19456,23
s25d81a,13,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,9728,19968,23
s25d81a,14,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,13824,20480,23
s25d81a,15,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,6144,12288,23
s25d81a,16,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,5632,19968,23
s25d81a,17,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,7680,11776,23
s25d81a,18,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,14336,18944,23
s25d81a,19,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,4608,12800,23
s25d81a,20,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,9728,12288,23
s25d81a,21,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,6144,19968,23
s25d81a,22,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,4608,11264,23
s25d81a,23,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,13312,12800,23
s25d81a,24,R26-122-9_HE_78,CCl4,2026-04-20_CCl4_HE,test,5632,20992,23
