x,y,size,tissue_fraction,score,n_scored_cells,tile_id,frame_tiles,frame_patches,slide,cohort,batch,diet,scored,score_pct,split
19968,8704,512,1.0,4.961891105007418,2,R26-122-15_HE_85_x019968_y008704,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,77.42,train
20480,8704,512,1.0,2.046016565286085,3,R26-122-15_HE_85_x020480_y008704,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,19.89,train
20992,8704,512,1.0,0.1315844329561906,1,R26-122-15_HE_85_x020992_y008704,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,5.38,train
21504,8704,512,1.0,-0.3238587818362328,1,R26-122-15_HE_85_x021504_y008704,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,3.76,train
22016,8704,512,1.0,3.505384545878466,3,R26-122-15_HE_85_x022016_y008704,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,47.31,train
4608,9216,512,1.0,3.639355162725849,5,R26-122-15_HE_85_x004608_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,48.39,train
5120,9216,512,1.0,6.363407460150536,10,R26-122-15_HE_85_x005120_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,95.7,train
5632,9216,512,1.0,3.739626412503846,2,R26-122-15_HE_85_x005632_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,50.54,train
6144,9216,512,1.0,4.199168732649282,3,R26-122-15_HE_85_x006144_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,65.05,train
6656,9216,512,1.0,3.822822822544361,7,R26-122-15_HE_85_x006656_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,52.69,train
7168,9216,512,1.0,0.9861242908147968,3,R26-122-15_HE_85_x007168_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,11.83,train
7680,9216,512,1.0,3.97182986590752,3,R26-122-15_HE_85_x007680_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,56.99,train
8192,9216,512,1.0,3.786551144634154,5,R26-122-15_HE_85_x008192_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,51.61,train
8704,9216,512,1.0,0.3095434981858851,1,R26-122-15_HE_85_x008704_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,5.91,train
9216,9216,512,1.0,0.8159447491618229,1,R26-122-15_HE_85_x009216_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,9.14,train
9728,9216,512,1.0,2.423078175894463,1,R26-122-15_HE_85_x009728_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,29.03,train
10240,9216,512,1.0,4.612735460373629,4,R26-122-15_HE_85_x010240_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,71.51,train
10752,9216,512,1.0,3.0334198023692855,2,R26-122-15_HE_85_x010752_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,38.17,train
11264,9216,512,1.0,2.0609877679263153,5,R26-122-15_HE_85_x011264_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,20.43,train
11776,9216,512,1.0,4.853608774892005,6,R26-122-15_HE_85_x011776_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,75.27,train
12288,9216,512,1.0,5.651560288354397,11,R26-122-15_HE_85_x012288_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,90.86,train
12800,9216,512,1.0,2.5378879588985317,10,R26-122-15_HE_85_x012800_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,31.18,train
13312,9216,512,1.0,4.88422809253736,4,R26-122-15_HE_85_x013312_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,75.81,train
13824,9216,512,1.0,4.356443769595364,6,R26-122-15_HE_85_x013824_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,68.82,train
14336,9216,512,1.0,4.06360610236292,4,R26-122-15_HE_85_x014336_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,62.37,train
14848,9216,512,1.0,4.05266068615384,3,R26-122-15_HE_85_x014848_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,61.29,train
15360,9216,512,1.0,1.1603655780814173,2,R26-122-15_HE_85_x015360_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,15.05,train
15872,9216,512,1.0,4.178401181403937,9,R26-122-15_HE_85_x015872_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,63.98,train
16384,9216,512,1.0,3.0247727688564487,6,R26-122-15_HE_85_x016384_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,37.63,train
18432,9216,512,0.8714,4.946075734928271,4,R26-122-15_HE_85_x018432_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,76.88,train
18944,9216,512,1.0,3.830416963303324,16,R26-122-15_HE_85_x018944_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,53.76,train
19456,9216,512,1.0,2.1389115466886195,6,R26-122-15_HE_85_x019456_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,22.04,train
19968,9216,512,1.0,3.6811448349621942,3,R26-122-15_HE_85_x019968_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,49.46,train
20480,9216,512,1.0,2.2618634206470656,2,R26-122-15_HE_85_x020480_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,24.73,train
20992,9216,512,1.0,3.7202956322920513,3,R26-122-15_HE_85_x020992_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,50.0,train
21504,9216,512,1.0,2.018262038764283,3,R26-122-15_HE_85_x021504_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,19.35,train
22016,9216,512,1.0,4.0287953258086295,6,R26-122-15_HE_85_x022016_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,60.22,train
22528,9216,512,0.9991,5.864821643650432,4,R26-122-15_HE_85_x022528_y009216,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,93.01,train
4096,9728,512,0.8531,5.644245247752255,7,R26-122-15_HE_85_x004096_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,90.32,train
4608,9728,512,1.0,3.2258232107039495,5,R26-122-15_HE_85_x004608_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,41.4,train
5120,9728,512,1.0,1.0359120148915089,1,R26-122-15_HE_85_x005120_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,12.9,train
5632,9728,512,1.0,4.648249632960479,2,R26-122-15_HE_85_x005632_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,72.58,train
6144,9728,512,1.0,5.062714000260284,3,R26-122-15_HE_85_x006144_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,79.57,train
6656,9728,512,1.0,,0,R26-122-15_HE_85_x006656_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,0.0,train
7168,9728,512,1.0,1.1510608128295914,1,R26-122-15_HE_85_x007168_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,13.98,train
7680,9728,512,1.0,2.593748686754388,4,R26-122-15_HE_85_x007680_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,32.26,train
8192,9728,512,1.0,-0.0642586987962047,2,R26-122-15_HE_85_x008192_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,4.84,train
8704,9728,512,1.0,0.8429591342785148,3,R26-122-15_HE_85_x008704_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,10.22,train
9216,9728,512,1.0,2.0690435991189524,4,R26-122-15_HE_85_x009216_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,20.97,train
9728,9728,512,1.0,3.413594579015731,2,R26-122-15_HE_85_x009728_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,44.62,train
10240,9728,512,1.0,6.054637849807517,5,R26-122-15_HE_85_x010240_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,93.55,train
10752,9728,512,1.0,-0.2740381945247256,1,R26-122-15_HE_85_x010752_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,4.3,train
11264,9728,512,1.0,5.57187639581828,9,R26-122-15_HE_85_x011264_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,88.71,train
11776,9728,512,1.0,2.805772717303336,6,R26-122-15_HE_85_x011776_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,34.95,train
12288,9728,512,1.0,3.802572429932136,2,R26-122-15_HE_85_x012288_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,52.15,train
12800,9728,512,1.0,2.473035382237419,5,R26-122-15_HE_85_x012800_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,30.11,train
13312,9728,512,1.0,4.728465395361579,8,R26-122-15_HE_85_x013312_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,74.19,train
13824,9728,512,1.0,4.589807029201698,5,R26-122-15_HE_85_x013824_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,70.43,train
14336,9728,512,1.0,4.9891760215291585,6,R26-122-15_HE_85_x014336_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,77.96,train
14848,9728,512,1.0,3.940923694870394,5,R26-122-15_HE_85_x014848_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,56.45,train
15360,9728,512,1.0,4.323182138481954,2,R26-122-15_HE_85_x015360_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,67.74,train
15872,9728,512,1.0,7.59727983329189,3,R26-122-15_HE_85_x015872_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,100.0,train
16384,9728,512,1.0,-0.6331260161990174,1,R26-122-15_HE_85_x016384_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,2.69,train
16896,9728,512,0.9651,3.414419133455054,7,R26-122-15_HE_85_x016896_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,45.16,train
17408,9728,512,0.9669,4.042353956400454,6,R26-122-15_HE_85_x017408_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,60.75,train
17920,9728,512,1.0,1.0474659973683222,2,R26-122-15_HE_85_x017920_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,13.44,train
18432,9728,512,1.0,3.2409775331079245,7,R26-122-15_HE_85_x018432_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,41.94,train
18944,9728,512,1.0,3.272146051978679,6,R26-122-15_HE_85_x018944_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,43.01,train
19456,9728,512,1.0,0.6021759911857698,2,R26-122-15_HE_85_x019456_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,7.53,train
19968,9728,512,1.0,5.320897070444374,1,R26-122-15_HE_85_x019968_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,83.33,train
20480,9728,512,1.0,2.196795468601904,5,R26-122-15_HE_85_x020480_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,24.19,train
20992,9728,512,1.0,3.0150421552969875,3,R26-122-15_HE_85_x020992_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,37.1,train
21504,9728,512,1.0,4.853585758291219,4,R26-122-15_HE_85_x021504_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,74.73,train
22016,9728,512,1.0,3.4122639862732127,2,R26-122-15_HE_85_x022016_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,44.09,train
22528,9728,512,1.0,-1.028908249703371,1,R26-122-15_HE_85_x022528_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,2.15,train
23040,9728,512,0.8255,3.2248887088134723,1,R26-122-15_HE_85_x023040_y009728,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,40.86,train
4096,10240,512,0.9972,2.33175509236419,5,R26-122-15_HE_85_x004096_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,26.34,train
4608,10240,512,1.0,6.7626591199431525,6,R26-122-15_HE_85_x004608_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,98.92,train
5120,10240,512,1.0,5.187484014012494,4,R26-122-15_HE_85_x005120_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,81.18,train
5632,10240,512,1.0,5.705601064166022,3,R26-122-15_HE_85_x005632_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,91.4,train
6144,10240,512,1.0,6.355562837416487,5,R26-122-15_HE_85_x006144_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,95.16,train
6656,10240,512,1.0,-1.7505874336170146,2,R26-122-15_HE_85_x006656_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,1.08,train
7168,10240,512,1.0,,0,R26-122-15_HE_85_x007168_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,0.0,train
7680,10240,512,1.0,2.3889242547831655,2,R26-122-15_HE_85_x007680_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,27.42,train
8192,10240,512,1.0,1.0183592494931946,2,R26-122-15_HE_85_x008192_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,12.37,train
8704,10240,512,1.0,6.560737814548889,4,R26-122-15_HE_85_x008704_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,96.77,train
9216,10240,512,1.0,0.9724301544963416,4,R26-122-15_HE_85_x009216_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,11.29,train
9728,10240,512,1.0,1.6056233791326122,4,R26-122-15_HE_85_x009728_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,16.13,train
10240,10240,512,1.0,2.9962841146211825,5,R26-122-15_HE_85_x010240_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,36.56,train
10752,10240,512,1.0,5.826091984273907,3,R26-122-15_HE_85_x010752_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,92.47,train
11264,10240,512,1.0,5.499328792027619,6,R26-122-15_HE_85_x011264_y010240,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,87.1,train
4096,14336,512,1.0,1.5956301377938935,2,R26-122-15_HE_85_x004096_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,15.59,train
4608,14336,512,1.0,0.8221380500185793,5,R26-122-15_HE_85_x004608_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,9.68,train
5120,14336,512,1.0,2.274277903429855,6,R26-122-15_HE_85_x005120_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,25.27,train
5632,14336,512,1.0,5.257667415409825,8,R26-122-15_HE_85_x005632_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,82.8,train
6144,14336,512,1.0,1.7871496993590092,4,R26-122-15_HE_85_x006144_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,17.74,train
6656,14336,512,1.0,4.321738226195586,5,R26-122-15_HE_85_x006656_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,67.2,train
7168,14336,512,1.0,3.8893242376139434,10,R26-122-15_HE_85_x007168_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,55.38,train
7680,14336,512,1.0,3.244981778475695,1,R26-122-15_HE_85_x007680_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,42.47,train
8192,14336,512,1.0,2.789788904625137,3,R26-122-15_HE_85_x008192_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,34.41,train
8704,14336,512,1.0,3.4769957506579603,5,R26-122-15_HE_85_x008704_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,46.24,train
9216,14336,512,1.0,4.46718144952698,6,R26-122-15_HE_85_x009216_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,69.35,train
9728,14336,512,1.0,2.322060638782579,5,R26-122-15_HE_85_x009728_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,25.81,train
10240,14336,512,1.0,4.084167538591889,6,R26-122-15_HE_85_x010240_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,62.9,train
10752,14336,512,1.0,2.426228529055676,9,R26-122-15_HE_85_x010752_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,29.57,train
11264,14336,512,1.0,4.006881519600822,5,R26-122-15_HE_85_x011264_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,59.14,train
11776,14336,512,0.9761,6.733706196609944,7,R26-122-15_HE_85_x011776_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,98.39,train
17920,14336,512,0.8108,-1.3032968588452944,1,R26-122-15_HE_85_x017920_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,1.61,train
18432,14336,512,1.0,3.200679648970313,4,R26-122-15_HE_85_x018432_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,40.32,train
18944,14336,512,1.0,5.515522600948676,7,R26-122-15_HE_85_x018944_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,87.63,train
19456,14336,512,1.0,3.8362545460293767,5,R26-122-15_HE_85_x019456_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,54.84,train
19968,14336,512,1.0,1.9478316968688991,4,R26-122-15_HE_85_x019968_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,18.82,train
20480,14336,512,1.0,2.087309318396555,4,R26-122-15_HE_85_x020480_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,21.51,train
20992,14336,512,1.0,3.745946882661191,4,R26-122-15_HE_85_x020992_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,51.08,train
21504,14336,512,1.0,1.883788253305511,2,R26-122-15_HE_85_x021504_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,18.28,train
22016,14336,512,1.0,0.3549334022701536,1,R26-122-15_HE_85_x022016_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,6.45,train
22528,14336,512,1.0,2.66604641211759,5,R26-122-15_HE_85_x022528_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,33.33,train
23040,14336,512,1.0,3.136791963799213,3,R26-122-15_HE_85_x023040_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,39.78,train
23552,14336,512,1.0,0.7930093589281929,3,R26-122-15_HE_85_x023552_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,8.06,train
24064,14336,512,1.0,5.329666308948126,4,R26-122-15_HE_85_x024064_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,83.87,train
24576,14336,512,1.0,6.692392211320256,4,R26-122-15_HE_85_x024576_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,97.85,train
25088,14336,512,1.0,1.1552350077304,1,R26-122-15_HE_85_x025088_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,14.52,train
25600,14336,512,0.9073,5.799838465165371,8,R26-122-15_HE_85_x025600_y014336,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,91.94,train
2560,14848,512,0.8861,3.8250247384580978,4,R26-122-15_HE_85_x002560_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,53.23,train
3072,14848,512,1.0,2.3911784850969977,4,R26-122-15_HE_85_x003072_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,27.96,train
3584,14848,512,1.0,4.05849316429632,5,R26-122-15_HE_85_x003584_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,61.83,train
4096,14848,512,1.0,3.644060745908036,5,R26-122-15_HE_85_x004096_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,48.92,train
4608,14848,512,1.0,5.465508598907026,10,R26-122-15_HE_85_x004608_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,86.02,train
5120,14848,512,1.0,5.6218018670285375,6,R26-122-15_HE_85_x005120_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,89.25,train
5632,14848,512,1.0,4.588157529401284,5,R26-122-15_HE_85_x005632_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,69.89,train
6144,14848,512,1.0,5.246688963838312,12,R26-122-15_HE_85_x006144_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,81.72,train
6656,14848,512,1.0,6.282372228061006,6,R26-122-15_HE_85_x006656_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,94.09,train
7168,14848,512,1.0,2.416358234787622,4,R26-122-15_HE_85_x007168_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,28.49,train
7680,14848,512,1.0,6.3450564093171025,2,R26-122-15_HE_85_x007680_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,94.62,train
8192,14848,512,1.0,3.2762506926682335,6,R26-122-15_HE_85_x008192_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,43.55,train
8704,14848,512,1.0,4.633512383083668,5,R26-122-15_HE_85_x008704_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,72.04,train
9216,14848,512,1.0,3.8340850645368385,7,R26-122-15_HE_85_x009216_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,54.3,train
9728,14848,512,1.0,5.055756436503515,5,R26-122-15_HE_85_x009728_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,78.49,train
10240,14848,512,1.0,4.193944266017682,10,R26-122-15_HE_85_x010240_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,64.52,train
10752,14848,512,1.0,3.9258576798054734,5,R26-122-15_HE_85_x010752_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,55.91,train
11264,14848,512,1.0,3.975404904330237,2,R26-122-15_HE_85_x011264_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,57.53,train
19968,14848,512,0.9679,1.746096722448966,3,R26-122-15_HE_85_x019968_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,17.2,train
20480,14848,512,1.0,5.521321026119791,6,R26-122-15_HE_85_x020480_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,88.17,train
20992,14848,512,1.0,2.789658407080965,5,R26-122-15_HE_85_x020992_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,33.87,train
21504,14848,512,1.0,,0,R26-122-15_HE_85_x021504_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,0.0,train
22016,14848,512,1.0,4.6059606465348075,4,R26-122-15_HE_85_x022016_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,70.97,train
22528,14848,512,1.0,2.5597800048888857,3,R26-122-15_HE_85_x022528_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,31.72,train
23040,14848,512,1.0,2.191367779495826,2,R26-122-15_HE_85_x023040_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,23.66,train
23552,14848,512,1.0,5.162750681555724,3,R26-122-15_HE_85_x023552_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,80.65,train
24064,14848,512,1.0,5.255374783568322,3,R26-122-15_HE_85_x024064_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,82.26,train
24576,14848,512,1.0,2.161539097154364,2,R26-122-15_HE_85_x024576_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,22.58,train
25088,14848,512,1.0,0.7953718793404169,1,R26-122-15_HE_85_x025088_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,8.6,train
25600,14848,512,1.0,4.167618252232154,4,R26-122-15_HE_85_x025600_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,63.44,train
26112,14848,512,0.8246,2.9708234530418305,4,R26-122-15_HE_85_x026112_y014848,189,3,R26-122-15_HE_85,CCl4,2026-04-20_CCl4_HE,unknown,True,36.02,train
